"title","rate","cuisine","location","address","street","price_from","price_till","url"
"Sake+",4.22,"Jepang","Senayan","Plaza Senayan Arcadia, Lantai 1","Jl. New Delhi Pintu 1 Senayan, Senayan, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/sake-senayan"
"Hasea Eatery",4.22,"Kafe","Wijaya",,"Jl. Wijaya II No. 46, Wijaya, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/hasea-eatery-wijaya"
"Pan & Co.",4.22,"Kafe","Pondok Indah","Pondok Indah Mall 1, Lantai 2","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/pan-dan-co-pondok-indah"
"Momo Paradise",4.25,"Jepang","Pantai Indah Kapuk","Ruko Crown Golf, Blok D No. 18 - 19, Bukit Golf Mediterania","Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,,"https://pergikuliner.com/restaurants/jakarta/momo-paradise-pantai-indah-kapuk"
"D' Bollywood",4.21,"India","Kuningan","Plaza Festival, Lantai Upper Ground","Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/d-bollywood-kuningan"
"Toscana",4.29,"Italia","Kemang",,"Jl. Kemang Raya No. 120, Kemang, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/toscana-kemang"
"Jacob Koffie Huis",4.23,"Kafe","Pancoran Mas",,"Jl. Kemuning No. 1, Pancoran Mas, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/jacob-koffie-huis-pancoran-mas"
"Gelato Secrets",4.33,"Es Krim","Senopati","Crumble Crew","Jl. Tulodong Bawah No. 1A, Senopati, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/gelato-secrets-senopati"
"Okuzono Japanese Dining",4.18,"Jepang","Senopati",,"Jl. Suryo No. 1, Senopati, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/okuzono-japanese-dining-senopati"
"Olive Tree House of Croissants",4.25,"Kafe","Puri","Komplek Taman Permata Buana, Blok M4 No. 6","Jl. Pulau Sebaru, Puri, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/olive-tree-house-of-croissants-puri"
"Bajawa Flores",4.31,"Kafe","Tebet",,"Jl. Tebet Timur Dalam Raya No. 37, Tebet, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/bajawa-flores-tebet"
"Hagu Coffee & Space",4.26,"Kafe","Bogor Tengah",,"Jl. Sancang No. 22A, Bogor Tengah, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/hagu-coffee-dan-space-bogor-tengah"
"Justus Steakhouse",4.19,"Barat","Riau",,"Jl. Cimanuk No. 8, Riau, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/justus-steakhouse-riau"
"Tanmu Coffee",4.33,"Kafe","Bogor Timur",,"Jl. Pajajaran Indah V No. 38, Bogor Timur, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/tanmu-coffee-bogor-timur"
"Plataran Menteng",4.27,"Indonesia","Menteng",,"Jl. HOS Cokroaminoto No. 42, Menteng, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/plataran-menteng-menteng"
"Woka Cafe",4.4,"Kafe","Medan Satria","Kota Harapan Indah, Ruko Taman Cemara, Blok U8 No. 28","Jl. Boulevard Harapan Indah, Medan Satria, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/woka-cafe-medan-satria"
"Popolo Coffee",4.13,"Kafe","Bogor Timur",,"Jl. Loader No. 9, Bogor Timur, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/popolo-coffee-bogor-timur"
"NIX Kitchen & Bar",4.19,"Barat","Pantai Indah Kapuk","Burza Tower, Lantai 9 - 10","Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/nix-kitchen-dan-bar-pantai-indah-kapuk"
"Sana Sini Restaurant - Hotel Pullman Thamrin",4.28,"Indonesia, China, Jepang","Thamrin","Hotel Pullman Thamrin, Lantai Lobby","Jl. MH Thamrin No. 59, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/sana-sini-restaurant-hotel-pullman-thamrin-thamrin"
"Sushi Hiro",4.25,"Jepang","Pluit",,"Jl. Pluit Putra Raya No. 12A, Pluit, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-hiro-pluit"
"The Forest By Wyl's",4.57,"Indonesia, Barat","Lebak Bulus",,"Jl. Lebak Bulus Pondok No. 8, Lebak Bulus, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/the-forest-by-wyl-s-lebak-bulus"
"One Eighty Coffee and Music",4.11,"Kafe","Dago Bawah",,"Jl. Ganeca No. 3, Dago Bawah, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/one-eighty-coffee-and-music-dago-bawah"
"Peacock Lounge - Fairmont Jakarta",4.3,"Kafe","Senayan","Fairmont Jakarta, Lantai Ground","Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/peacock-lounge-fairmont-jakarta-senayan"
"Starbucks Reserve",4.4,"Kafe","Bogor Tengah",,"Jl. Raya Pajajaran No. 14, Bogor Tengah, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/starbucks-reserve-bogor-tengah"
"Ambiente Ristorante - Hotel Aryaduta Jakarta",4.28,"Italia","Senen","Hotel Aryaduta Jakarta","Jl. Prajurit KKO Usman & Harun No. 44 - 48, Senen, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/ambiente-ristorante-hotel-aryaduta-jakarta-senen"
"Alto Restaurant & Bar - Four Seasons Hotel",4.44,"Italia","Gatot Subroto","Four Seasons Hotel, Lantai 20","Jl. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/alto-restaurant-dan-bar-four-seasons-hotel-gatot-subroto"
"Yinyang Dimsum",4.19,"China","Senopati",,"Jl. Senopati No. 61, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/yinyang-dimsum-senopati"
"De Mandailing Cafe N Eatery",4.18,"Kafe","Wonocolo",,"Jl. Raya Jemursari No. 71, Wonocolo, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-wonocolo"
"Marutama Ra-men",4.4,"Jepang","Karet Kuningan","Lotte Shopping Avenue, Lantai 3","Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/marutama-ra-men-karet-kuningan"
"Dapur Suamistri",4.34,"Indonesia","Senopati",,"Jl. Cikatomas I No. 36, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/dapur-suamistri-senopati"
"Gelato Secrets",4.17,"Es Krim","Setiabudi","Setiabudi One, Lantai Ground","Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/gelato-secrets-setiabudi"
"Mister & Misses Cakes",4.38,"Kafe","Bogor Tengah",,"Jl. Bogor Baru Blok A10 No. 1 - 2, Bogor Tengah, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/mister-dan-misses-cakes-bogor-tengah"
"KOI The",4.25,"Kafe","Wiyung","Pakuwon Mall, Lantai 2","Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/koi-the-wiyung"
"Tatap Moeka",4.31,"Kafe","Beji",,"Jl. Margonda Raya No. 451, Beji, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/tatap-moeka-beji"
"101+ Juice",4.17,"Kafe","Muara Karang",,"Jl. Pluit Karang Selatan No. 120 (Sebelah PAM Palyja Muara Karang), Muara Karang, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/101-juice-muara-karang"
"Teapotto",4.32,"Kafe","Riau",,"Jl. Bengawan No. 25, Riau, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/teapotto-riau"
"SATURDAYS",4.3,"Kafe","Thamrin","Grand Indonesia Mall, Lantai 3A, East Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/saturdays-thamrin-2"
"Exquise Patisserie",4.28,"Kafe","Senopati",,"Jl. Kertanegara No. 64, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/exquise-patisserie-senopati"
"Fish & Co.",4.3,"Barat","Bekasi Utara","Summarecon Mall Bekasi, Lantai Ground, Downtown Walk","Jl. Ahmad Yani, Bekasi Utara, Bekasi",100000,200000,"https://pergikuliner.com/restaurants/bekasi/fish-dan-co-bekasi-utara"
"Gyu Kaku",4.38,"Jepang","Gandaria","Gandaria City, Lantai Upper Ground, Mainstreet Dining","Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/gyu-kaku-gandaria"
"BAWBAW",4.26,"Jepang","Green Ville",,"Jl. Taman Ratu Indah Blok AA2 No. 33, Green Ville, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/bawbaw-green-ville"
"Ben Gong's Tea",4.2,"Kafe","Pantai Indah Kapuk","Ruko The Metro, Blok G8 Unit JU","Jl. Mandara Permai VII, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/ben-gong-s-tea-pantai-indah-kapuk"
"Umaku Sushi",4.22,"Jepang","Bintaro","Ruko Sentra Menteng, Blok MN No. 1","Jl. Dr. Sam Ratulangi (Bintaro Sektor 7), Bintaro, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/umaku-sushi-bintaro"
"Sun City Restaurant - Sun City Hotel",4.17,"China","Hayam Wuruk","LTC Glodok, Lantai 5, Sun City Hotel","Jl. Hayam Wuruk No. 127, Hayam Wuruk, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/sun-city-restaurant-sun-city-hotel-hayam-wuruk"
"Acaraki",4.31,"Kafe","Kota","Gedung Kerta Niaga 3","Jl. Kali Besar Timur, Kota, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/acaraki-kota"
"Kopi Konnichiwa",4.36,"Kafe","Tebet",,"Jl. Tebet Barat Dalam Raya No. 8, Tebet, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/kopi-konnichiwa-tebet"
"Mardin Baklava Patisserie",4.33,"Kafe","Jatinegara",,"Jl. Cipinang Jaya No. 74, Jatinegara, Jakarta Timur",50000,100000,"https://pergikuliner.com/restaurants/jakarta/mardin-baklava-patisserie-jatinegara"
"Holycow! STEAKHOUSE by Chef Afit",4.37,"Barat","Wonokromo","Surabaya Town Square, Lantai Ground","Jl. Hayam Wuruk No. 6, Wonokromo, Surabaya",200000,,"https://pergikuliner.com/restaurants/surabaya/holycow-steakhouse-by-chef-afit-wonokromo"
"Scarlett's Cafe",4.22,"Kafe","Pantai Indah Kapuk","Ruko Golf Island, Blok L No. 31","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/scarlett-s-cafe-pantai-indah-kapuk"
"Haiseafood",4.67,"Indonesia","Tomang",,"Jl. Tomang Raya No. 7, Tomang, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/haiseafood-tomang"
"Lime Restaurant - Four Points By Sheraton Hotel",4.63,"Barat","Tegalsari","Four Points By Sheraton Hotel, Tunjungan Plaza 4, Lantai Lobby","Jl. Embong Malang, Tegalsari, Surabaya",200000,,"https://pergikuliner.com/restaurants/surabaya/lime-restaurant-four-points-by-sheraton-hotel-tegalsari"
"Corica Pastries",4.47,"Kafe","Gubeng","Ruko Central Bisnis, Blok A No. 40","Jl. Biliton, Gubeng, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/corica-pastries-gubeng"
"Haidilao Hot Pot",4.3,"China","Slipi","Mall Taman Anggrek, Lantai 1","Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,,"https://pergikuliner.com/restaurants/jakarta/haidilao-hot-pot-slipi"
"Sushi Hiro",4.24,"Jepang","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-hiro-kelapa-gading-2"
"TuttoBono Ristorante",4.76,"Italia","Dukuh Pakis","Lenmarc Mall, Lantai Ground","Jl. Bukit Darmo Golf, Dukuh Pakis, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/tuttobono-ristorante-dukuh-pakis"
"Ghrana",4.38,"Kafe","Darmawangsa",,"Jl. Kirai I No. 36B, Darmawangsa, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/ghrana-darmawangsa"
"Denny's",4.15,"Barat","Tebet","Kota Kasablanka, Lantai Ground, Food Society","Jl. Casablanca Raya, Tebet, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/denny-s-tebet"
"Sinamon",4.2,"Kafe","Senopati",,"Jl. Cikajang No. 48, Senopati, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/sinamon-senopati"
"B'Steak Grill & Pancake",4.09,"Barat","Gading Serpong","Ruko Golden 8, Blok F No. 3","Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",100000,200000,"https://pergikuliner.com/restaurants/tangerang/b-steak-grill-dan-pancake-gading-serpong"
"Momo Paradise",4.29,"Jepang","Senopati",,"Jl. Senopati No. 92, Senopati, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/momo-paradise-senopati"
"Din Tai Fung Chef's Table",4.27,"China","Puri","Puri Indah Mall, Lantai 2","Jl. Puri Indah Raya, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/din-tai-fung-chef-s-table-puri"
"Hang Tuah Kopi & Toastery",4.21,"Kafe","Kelapa Gading","Ruko Mall of Indonesia, Italian Walk, Blok B No. 43 (Seberang Lobby 8)","Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/hang-tuah-kopi-dan-toastery-kelapa-gading-2"
"Gozaru",4.24,"Jepang","BSD","Kavling Commercial III, Blok B1 No. 11","Jl. Letnan Sutopo, BSD, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/gozaru-bsd"
"Chateraise",4.1,"Toko Kue","Slipi","Central Park, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/chateraise-slipi"
"Kembang Bawang",4.18,"Indonesia","Alam Sutera","Alam Sutera Town Center, Blok 10B No. 45","Jl. Alam Utama, Alam Sutera, Serpong, Tangerang Selatan",0,50000,"https://pergikuliner.com/restaurants/tangerang/kembang-bawang-alam-sutera"
"Nordic Coffee",4.32,"Kafe","Sawahan","Salon Brooklyn Barbershop, Lantai 2","Jl. Tidar No. 67A, Sawahan, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/nordic-coffee-sawahan"
"The Garden",4.19,"Kafe","Pondok Indah","Pondok Indah Mall 1, Street Gallery, Lantai Ground","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-garden-pondok-indah"
"Namamia Coffee & Eatery",4.17,"Kafe","Kebon Jeruk",,"Jl. Raya Pos Pengumben No. 49, Kebon Jeruk, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/namamia-coffee-dan-eatery-kebon-jeruk"
"Putu Made+ Dine & Bar",4.18,"Indonesia","Pantai Indah Kapuk","PIK Avenue, Lantai 1","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/putu-made-dine-dan-bar-pantai-indah-kapuk"
"Francis Artisan Bakery",4.14,"Toko Roti dan Kue","Thamrin","Grand Indonesia Mall, Lantai Lower Ground, East Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/francis-artisan-bakery-thamrin"
"Mad Milk",4.38,"Toko Roti dan Kue","Pantai Indah Kapuk","Ruko Golf Island, Blok I No. 10","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/mad-milk-pantai-indah-kapuk"
"The Cafe - Hotel Mulia",4.22,"Barat, Indonesia, Jepang","Senayan","Hotel Mulia, Lantai Ground","Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/the-cafe-hotel-mulia-senayan"
"Toodz House",4.35,"Kafe","Lebak Bulus",,"Jl. Karang Tengah Raya No. 20, Lebak Bulus, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/toodz-house-lebak-bulus"
"Saka Bistro & Bar",4.12,"Kafe","Setiabudhi",,"Jl. Karangsari No. 2, Setiabudhi, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/saka-bistro-dan-bar-setiabudhi"
"Wang Fu Dimsum",4.26,"China","BSD","Ararasa BSD","Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/wang-fu-dimsum-bsd"
"Sushi Tei",4.13,"Jepang","Karet Kuningan","Lotte Shopping Avenue, Lantai 3","Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-karet-kuningan"
"Kopi Aah",4.25,"Kafe","Gading Serpong","Ruko Mendrisio Square New, No. 18","Jl. BSD Raya Utama, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/kopi-aah-gading-serpong-2"
"Akasya Teras",4.29,"Kafe","Riau",,"Jl. Ciliwung No. 12, Riau, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/akasya-teras-riau"
"Dandy Co Bakery & Cafe",4.5,"Toko Roti dan Kue","Sunter","Ruko Griya Inti Sentosa, Blok A No. 16","Jl. Griya Utama, Sunter, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/dandy-co-bakery-dan-cafe-sunter"
"Hakuna Matata",4.19,"Kafe","Cijantung",,"Jl. Pertengahan No. 5 (Depan MTSN 33), Cijantung, Jakarta Timur",0,50000,"https://pergikuliner.com/restaurants/jakarta/hakuna-matata-cijantung"
"Sehela Kopi",4.22,"Kafe","Fatmawati",,"Jl. Pondok Labu I No. 8B, Fatmawati, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/sehela-kopi-fatmawati"
"Becca's Bakehouse",4.08,"Kafe","Muara Karang",,"Jl. Pluit Karang Barat Blok G6 No. 36, Muara Karang, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/becca-s-bakehouse-muara-karang"
"Carl's Jr.",4.72,"Barat","Senopati",,"Jl. Senopati No. 52, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/carl-s-jr-senopati"
"TWG Tea Salon & Boutique",4.21,"Kafe","SCBD","Pacific Place Mall, Lantai 1","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/twg-tea-salon-dan-boutique-scbd"
"Setara Coffee & Eatery",4.25,"Kafe","BSD",,"Jl. Pusaka Kencana Blok A1 No. 12 (Lantai 2), BSD, Serpong, Tangerang Selatan",0,50000,"https://pergikuliner.com/restaurants/tangerang/setara-coffee-dan-eatery-bsd"
"Le Quartier",4.22,"Perancis","Senopati",,"Jl. Gunawarman No. 34, Senopati, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/le-quartier-senopati"
"PASOLA - Hotel The Ritz Carlton Pacific Place",4.13,"Jepang, Eropa, Barat, Indonesia","SCBD","Hotel The Ritz Carlton Pacific Place, Lantai 6","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/pasola-hotel-the-ritz-carlton-pacific-place-scbd"
"First Crack",4.16,"Kafe","Blok M",,"Jl. Bumi No. 10, Blok M, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/first-crack-blok-m"
"Fillmore Coffee",4.14,"Kafe","Karet Kuningan","Suites@Seven Residence","Jl. Karet Pedurenan Gang H. Sidik No. 7, Karet Kuningan, Setiabudi, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/fillmore-coffee-karet-kuningan"
"Equator Coffee & Gallery",4.27,"Kafe","Dago Bawah",,"Jl. Sulanjana No. 32, Dago Bawah, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/equator-coffee-dan-gallery-dago-bawah"
"Chief Coffee",4.12,"Kafe","Kemang",,"Jl. Kemang Raya No. 27D, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/chief-coffee-kemang"
"Hotaru Deli",4.26,"Jepang","Permata Hijau","Grand ITC Permata Hijau, Blok Ruby No. 7","Jl. Letjen Soepeno, Permata Hijau, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/hotaru-deli-permata-hijau"
"Pavilion Restaurant - JW Marriott Hotel Surabaya",4.57,"Barat","Tegalsari","JW Marriott Hotel Surabaya, Lantai Lobby","Jl. Embong Malang No. 85 - 89, Tegalsari, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/pavilion-restaurant-jw-marriott-hotel-surabaya-tegalsari"
"Boncafe",4.35,"Barat","Mulyorejo","Galaxy Mall 3, Lantai 3","Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/boncafe-mulyorejo"
"Ini Gelato",4.33,"Es Krim","Kelapa Gading","Paradox Space","Jl. Kelapa Cengkir Raya Blok FH No. 12A, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/ini-gelato-kelapa-gading"
"Kilo Jakarta",4.33,"Barat, Jepang, Korea, Meksiko","Senopati",,"Jl. Gunawarman No. 16, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/kilo-jakarta-senopati"
"Oku Japanese Restaurant - Hotel Indonesia Kempinski",4.3,"Jepang","Thamrin","Hotel Indonesia Kempinski, Lantai Ground","Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/oku-japanese-restaurant-hotel-indonesia-kempinski-thamrin"
"Bouclette Sourdough Bakery & Dining",4.44,"Kafe","Puri","St Moritz Mall (Lippo Mall Puri), Lantai Ground","Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/bouclette-sourdough-bakery-dan-dining-puri"
"Hummingbird Eatery",4.16,"Barat","Progo",,"Jl. Progo No. 14, Progo, Riau, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/hummingbird-eatery-progo"
