"title","rate","cuisine","location","address","street","price_from","price_till","url"
"Coffee & Thyme",4.3,"Kafe","Tebet",,"Jl. Tebet Timur Dalam Raya No. 53C, Tebet, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/coffee-dan-thyme-tebet"
"Sliced Pizzeria",4.18,"Italia","Pondok Indah",,"Jl. Terogong Raya No. 29, Pondok Indah, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/sliced-pizzeria-pondok-indah-2"
"The Garden",4.07,"Kafe","Pantai Indah Kapuk","Ruko Garden House, Blok B No. 27 - 28, Bukit Golf Mediterania","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-garden-pantai-indah-kapuk"
"7 Speed Coffee",4.2,"Kafe","Panglima Polim",,"Jl. Panglima Polim III No. 9, Panglima Polim, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/7-speed-coffee-panglima-polim"
"Remboelan",4.2,"Indonesia","Slipi","Central Park, Lantai 1","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/remboelan-slipi"
"Giggle Box",4.31,"Kafe","Merdeka","Bandung Indah Plaza, Lantai 1","Jl. Merdeka No. 56, Merdeka, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/giggle-box-merdeka"
"Pepper Lunch",4.31,"Jepang","Cimanggis","Trans Studio Mall Cibubur, Lantai 3","Jl. Raya Alternatif Cibubur No. 230, Cimanggis, Depok",100000,200000,"https://pergikuliner.com/restaurants/depok/pepper-lunch-cimanggis"
"Chao Phraya",4.24,"Thailand","Tegalsari",,"Jl. Trunojoyo No. 74, Tegalsari, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/chao-phraya-tegalsari"
"Sama Dengan",4.13,"Kafe","Kalibata","Kalibata City Square, Tower F","Jl. Kalibata Raya No. 1, Kalibata, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/sama-dengan-kalibata"
"Boja Eatery & Bar",4.28,"Kafe","Sumatera",,"Jl. Sumatera No. 21, Sumatera, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/boja-eatery-dan-bar-sumatera"
"Orasa's",4.24,"Thailand","SCBD","ASHTA District 8, Lantai Ground","Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/orasa-s-scbd"
"Remboelan",4.12,"Indonesia","Senayan","Plaza Senayan, Lantai 3","Jl. Asia Afrika, Senayan, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/remboelan-senayan"
"Anigre - Sheraton Grand Jakarta Gandaria City Hotel",4.17,"Barat","Gandaria","Sheraton Grand Jakarta Gandaria City Hotel, Lantai Upper Ground","Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/anigre-sheraton-grand-jakarta-gandaria-city-hotel-gandaria"
"Pilona Coffee",4.47,"Kafe","Kota Tangerang","Pasar Lama","Jl. Kisamaun No. 130, Kota Tangerang, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/pilona-coffee-kota-tangerang-3"
"Bebini Gelati",4.23,"Kafe","Gubeng",,"Jl. Dharmahusada No. 183 - 185, Gubeng, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/bebini-gelati-gubeng"
"Kandara Japanese Cuisine",4.25,"Jepang","Gading Serpong","Ruko Dalton Timur, Blok DLNT No. 21","Jl. Scientia Selatan, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/kandara-japanese-cuisine-gading-serpong"
"Fish & Co.",4.19,"Barat","Pondok Indah","Pondok Indah Mall 2, Lantai 3, Restaurant Row","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/fish-dan-co-pondok-indah"
"Canabeans",4.14,"Kafe","Alam Sutera","Brooklyn Alam Sutera Apartemen & Soho","Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/canabeans-alam-sutera"
"Union",4.11,"Barat","Slipi","Central Park, Tribeca Park, Lantai Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/union-slipi"
"Tokyo Belly",4.22,"Jepang","Kuningan","Kuningan City, Lantai Ground","Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/tokyo-belly-kuningan"
"Paulaner Brauhaus",4.12,"Jerman","Thamrin","Grand Indonesia Mall, Lantai 2, East Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/paulaner-brauhaus-thamrin"
"Gyu Kaku",4.13,"Jepang","Slipi","Neo Soho Mall, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,,"https://pergikuliner.com/restaurants/jakarta/gyu-kaku-slipi"
"Dadi's Coffee Garden",4.27,"Kafe","Pancoran Mas",,"Jl. Siliwangi No. 7, Pancoran Mas, Depok",50000,100000,"https://pergikuliner.com/restaurants/depok/dadi-s-coffee-garden-pancoran-mas"
"Sushi Tei",4.27,"Jepang","Sumatera",,"Jl. Sumatera No. 9, Sumatera, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/sushi-tei-sumatera"
"Kopi Nako",4.14,"Minuman","Pancoran Mas",,"Jl. Margonda Raya No. 28, Pancoran Mas, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/kopi-nako-pancoran-mas"
"Maketh Coffee & Eatery",4.12,"Kafe","Sunter",,"Jl. Danau Agung II Blok C18 No. 15A, Sunter, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/maketh-coffee-dan-eatery-sunter"
"Waroeng Pati Surabaya - Deka Hotel",4.57,"Indonesia","Dukuh Pakis","Deka Hotel","Jl. HR Muhammad No. 24, Dukuh Pakis, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/waroeng-pati-surabaya-deka-hotel-dukuh-pakis"
"Kozi Coffee",4.55,"Kafe","Bekasi Selatan","Grand Galaxy City","Jl. Boulevard Raya Barat No. 19, Bekasi Selatan, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/kozi-coffee-bekasi-selatan"
"Feel Matcha",4.25,"Kafe","Kemang",,"Jl. Kemang Timur XI No. 47, Kemang, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/feel-matcha-kemang"
"Cafe Phyto Organic",4.22,"Kafe","Pantai Indah Kapuk","Ruko The Plaza, No. 9AP - AR","Jl. Pantai Indah Utara II, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/cafe-phyto-organic-pantai-indah-kapuk"
"Mixue",4.2,"Es Krim, Minuman","Grogol",,"Jl. Muwardi I No. 15C, Grogol, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/mixue-grogol"
"LOVEster Shack",4.2,"Barat","Pondok Indah",,"Jl. Terogong Raya No. 36, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/lovester-shack-pondok-indah"
"Kongkow Coffee & Eatery",4.16,"Kafe","Gandaria",,"Jl. Gandaria I No. 59A, Gandaria, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kongkow-coffee-dan-eatery-gandaria"
"Fedwell",4.11,"Kafe","Senopati",,"Jl. Senopati No. 82, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/fedwell-senopati"
"Custom Coffee Garage",4.15,"Kafe","Aceh","Pasar Besi Kebon Sirih","Jl. Aceh No. 24A, Aceh, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/custom-coffee-garage-aceh"
"Sawo Coffee",4.18,"Kafe","Braga",,"Jl. Braga No. 76, Braga, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/sawo-coffee-braga"
"Kenangan Heritage",4.25,"Kafe","Senayan","Senayan City, Lantai Ground","Jl. Asia Afrika, Senayan, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kenangan-heritage-senayan"
"Maison Feerie",4.32,"Toko Roti dan Kue","Wiyung","Supermal Pakuwon Indah, Lantai Lower Ground","Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/maison-feerie-wiyung"
"KOI The",4.06,"Kafe","Thamrin","Grand Indonesia Mall, Lantai 3A, West Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/koi-the-thamrin"
"Yujo",4.29,"Jepang","Bogor Timur",,"Jl. Pajajaran Indah V, Bogor Timur, Bogor",100000,200000,"https://pergikuliner.com/restaurants/bogor/yujo-bogor-timur"
"Tiger Sugar",4.21,"Bubble Tea","Pluit","Emporium Pluit Mall, Lantai 4","Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/tiger-sugar-pluit"
"Hokkaido Izakaya",4.14,"Jepang","Tanah Abang","Apartemen Pavilion Sudirman, Lantai Ground","Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/hokkaido-izakaya-tanah-abang"
"Cafe Bromo - Sheraton Surabaya Hotel & Towers",4.85,"","Tegalsari","Sheraton Surabaya Hotel & Towers","Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/cafe-bromo-sheraton-surabaya-hotel-dan-towers-tegalsari"
"Rumah Kopi Papowi",4.51,"Kafe","Pantai Indah Kapuk","Ruko Beach View, Blok A No. 25","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/rumah-kopi-papowi-pantai-indah-kapuk"
"Sushi Kaiyo",4.18,"Jepang","Puri","St Moritz Mall (Lippo Mall Puri), Lantai Ground","Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-kaiyo-puri"
"RM Pagi Sore",4.34,"Indonesia","Kemang",,"Jl. Benda Bawah No. 75, Kemang, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/rm-pagi-sore-kemang"
"Sushi Hiro",4.1,"Jepang","Senopati",,"Jl. Suryo No. 24, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-hiro-senopati"
"Seasonal Tastes - Hotel The Westin Jakarta",4.1,"Barat, Indonesia","Kuningan","Hotel The Westin Jakarta, Lantai 51","Jl. HR Rasuna Said Blok C No. 22, Kuningan, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/seasonal-tastes-hotel-the-westin-jakarta-kuningan"
"Ayang Coffee",4.68,"Kafe","Cibiru",,"Jl. Flamboyan No. 7A, Cibiru, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/ayang-coffee-cibiru"
"Pancious",4.23,"Italia","Wiyung","Pakuwon Mall, Lantai 2, Food Society","Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/pancious-wiyung"
"Rumah Tiram 2",4.33,"Indonesia","Medan Satria","Kota Harapan Indah, Ruko Taman Cemara, Blok U7 No. 30 - 31","Jl. Boulevard Harapan Indah, Medan Satria, Bekasi",50000,100000,"https://pergikuliner.com/restaurants/bekasi/rumah-tiram-2-medan-satria"
"Ngedagging",4.2,"Indonesia","Karang Tengah",,"Jl. Raden Saleh No. 88, Karang Tengah, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/ngedagging-karang-tengah"
"Makmur Jaya Coffee Roaster",4.38,"Kafe","Dago Bawah",,"Jl. Sawunggaling No. 22, Dago Bawah, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/makmur-jaya-coffee-roaster-dago-bawah"
"Kaneki",4.6,"Kafe","Darmawangsa",,"Jl. Prapanca Raya No. 103, Darmawangsa, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/kaneki-darmawangsa"
"Kimukatsu",4.2,"Jepang","Bintaro","Bintaro Jaya Xchange Mall, Lantai Ground","Jl. Boulevard Bintaro Jaya, Bintaro, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/kimukatsu-bintaro"
"Mr. Fox",4.13,"Barat","SCBD","Energy Building, Lantai Ground","Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/mr-fox-scbd"
"Ombe Kofie",4.19,"Kafe","Pantai Indah Kapuk","Arcade Business Center","Jl. Pantai Utara I No. 2, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/ombe-kofie-pantai-indah-kapuk"
"Djournal House",4.15,"Kafe","Senopati",,"Jl. Gunawarman No. 11A, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/djournal-house-senopati"
"Kumari",4.17,"Kafe","Dipatiukur",,"Jl. Bagusrangin No. 1, Dipatiukur, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/kumari-dipatiukur"
"Sushi Tei",4.21,"Jepang","Gatot Subroto","Trans Studio Mall Bandung, Lantai Ground","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/sushi-tei-gatot-subroto"
"Padre",4.21,"Italia","Bogor Timur",,"Jl. Pajajaran Indah V No. 37, Bogor Timur, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/padre-bogor-timur"
"Starbucks Coffee",4.17,"Kafe","Braga",,"Jl. Braga No. 2, Braga, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/starbucks-coffee-braga-2"
"McDonald's",4.26,"","Mampang",,"Jl. Mampang Prapatan No. 90, Mampang, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/mcdonald-s-mampang"
"Layar Seafood",4.46,"Indonesia","Dukuh Pakis","Perum Bukit Mas","Jl. Abdul Wahab Siamin No. 216, Dukuh Pakis, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/layar-seafood-dukuh-pakis"
"Starbucks Coffee",4.1,"Kafe","Hayam Wuruk",,"Jl. Hayam Wuruk (Dekat Harmoni Exchange), Hayam Wuruk, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-hayam-wuruk-2"
"Golden Sense International Restaurant",4.1,"China","Mangga Dua","Mangga Dua Square, Lantai 5B","Jl. Gunung Sahari No. 1, Mangga Dua, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/golden-sense-international-restaurant-mangga-dua"
"Es Puter Pak Min",4.34,"Es Krim","Manyar",,"Jl. Manyar Kertoarjo V No. 35, Manyar, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/es-puter-pak-min-manyar"
"Legato Gelato",4.09,"Es Krim","Gading Serpong","Ruko Golden 8, Blok D No. 30","Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/legato-gelato-gading-serpong"
"Kedaiwa",4.35,"Indonesia","Muara Karang",,"Jl. Pluit Karang Barat Blok O6 Barat No. 15B, Muara Karang, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/kedaiwa-muara-karang"
"Marugame Udon",4.19,"Jepang","Wiyung","Pakuwon Mall, Lantai Basement 1","Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/marugame-udon-wiyung"
"Magia Coffee",4.15,"Kafe","Fatmawati",,"Jl. Fatmawati (Dekat MRT H. Nawi), Fatmawati, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/magia-coffee-fatmawati"
"Union",4.07,"Barat","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/union-kelapa-gading"
"Song Fa Bak Kut Teh",4.09,"China","Slipi","Central Park, Lantai 3","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/song-fa-bak-kut-teh-slipi"
"Supergrain",4.24,"Kafe","Thamrin","Grand Indonesia Mall, Lantai 3A, East Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/supergrain-thamrin"
"Kimukatsu",4.22,"Jepang","Kelapa Gading","Mal Kelapa Gading 3, Lantai 3","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kimukatsu-kelapa-gading"
"Coffee Dia",4.15,"Kafe","Tanjung Duren","Rumah Segi","Jl. Tanjung Duren Utara V No. 246, Tanjung Duren, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/coffee-dia-tanjung-duren"
"Rica Rico Cakery",4.51,"Toko Kue","Pluit","Emporium Pluit Mall, Lantai Lower Ground","Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/rica-rico-cakery-pluit"
"PGP Cafe",4.24,"Kafe","Ciputat Timur",,"Jl. Delima Jaya No. 40, Ciputat Timur, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/pgp-cafe-ciputat-timur"
"Hygge Bistro",4.17,"Kafe","Cengkareng","Green Sedayu Mall, Lantai Ground","Jl. Taman Palem Lestari No. 1, Cengkareng, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/hygge-bistro-cengkareng"
"Sushi Tei",4.17,"Jepang","Mulyorejo","Galaxy Mall 1, Lantai 1","Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/sushi-tei-mulyorejo"
"Kalpa Tree",4.06,"Indonesia, Barat, Jepang","Ciumbuleuit",,"Jl. Kiputih No. 37, Ciumbuleuit, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/kalpa-tree-ciumbuleuit"
"Twelve Chinese Dining",4.17,"China","Menteng",,"Jl. Dr. Kusuma Atmaja No. 75, Menteng, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/twelve-chinese-dining-menteng"
"Fish & Co.",4.12,"Barat","Gandaria","Gandaria City, Lantai Ground, Mainstreet Dining","Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/fish-dan-co-gandaria"
"Kitchenette",4.19,"Barat, Italia","Puri","St Moritz Mall (Lippo Mall Puri), Lantai Ground","Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/kitchenette-puri-2"
"The Front Room",4.38,"Barat","Senopati",,"Jl. Suryo No. 23, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-front-room-senopati"
"Kizahashi Restaurant - Bumi Surabaya City Resort",4.64,"Jepang","Genteng","Bumi Surabaya City Resort, Lobby Level","Jl. Basuki Rahmat No. 106 - 128, Genteng, Surabaya",200000,,"https://pergikuliner.com/restaurants/surabaya/kizahashi-restaurant-bumi-surabaya-city-resort-genteng"
"Hachi Grill",4.29,"Jepang","Gatot Subroto","Synthesis Square, Tower 2, Lantai Ground","Jl. Gatot Subroto No. 177A, Gatot Subroto, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/hachi-grill-gatot-subroto"
"Bariuma Ramen",4.1,"Jepang","Slipi","Central Park, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/bariuma-ramen-slipi"
"Shabu Ghin",4.12,"Jepang","Senopati",,"Jl. Wolter Monginsidi No. 53, Senopati, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/shabu-ghin-senopati"
"Haagen - Dazs",4.19,"Es Krim","Tebet","Kota Kasablanka, Lantai Ground, Food Society","Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/haagen-dazs-tebet"
"Kintan Buffet",4.13,"Jepang","Slipi","Central Park, Lantai 1","Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,,"https://pergikuliner.com/restaurants/jakarta/kintan-buffet-slipi"
"Okinawa Sushi",4.12,"Jepang","Gading Serpong","Ruko 1B, Blok BA4 No. 23","Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",100000,200000,"https://pergikuliner.com/restaurants/tangerang/okinawa-sushi-gading-serpong"
"Emily Listening Space",4.53,"Kafe","Pancoran Mas",,"Jl. Jambu No. 2, Pancoran Mas, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/emily-listening-space-pancoran-mas"
"Lukumades",4.14,"Donat","Tebet","Kota Kasablanka, Lantai Upper Ground, Food Society","Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/lukumades-tebet"
"Gelato Secrets",4.06,"Es Krim","Menteng","ShopHaus Menteng, Lantai 1","Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/gelato-secrets-menteng"
"PokenbiR",4.05,"Barat","Kuningan","Lippo Kuningan Building, Lantai Ground","Jl. HR Rasuna Said Kav. 12B, Kuningan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pokenbir-kuningan"
"Honest Spoon",4.31,"Es Krim","Tebet",,"Jl. Tebet Raya No. 31, Tebet, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/honest-spoon-tebet"
"KAJOEMANIS",4.33,"Indonesia","Cibubur","Kota Wisata Cibubur, Cluster Virginia, Blok L6 No. 8","Jl. Raya Kota Wisata, Cibubur, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/kajoemanis-cibubur"
"Spice Restaurant - Oakwood Hotel & Residence Surabaya",4.49,"Barat, Italia, Indonesia","Kertajaya","Oakwood Hotel & Residence Surabaya","Jl. Raya Kertajaya Indah No. 79, Kertajaya, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/spice-restaurant-oakwood-hotel-dan-residence-surabaya-kertajaya"
"Raindear Coffee & Kitchen",4.09,"Kafe","Bogor Timur",,"Jl. Bina Marga I No. 7, Bogor Timur, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/raindear-coffee-dan-kitchen-bogor-timur"
"Ben Gong's Tea",4.04,"Kafe","Thamrin","Plaza Indonesia, Lantai 4","Jl. MH Thamrin, Thamrin, Jakarta Pusat",0,50000,"https://pergikuliner.com/restaurants/jakarta/ben-gong-s-tea-thamrin"
"Dijan's",4.17,"Belanda, Indonesia","Kemang",,"Jl. Kemang Selatan No. 102A, Kemang, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/dijan-s-kemang"
"O'delice Cafe",4.2,"Kafe","Menteng",,"Jl. HOS Cokroaminoto No. 22, Menteng, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/o-delice-cafe-menteng"
"Exquise Patisserie",4.2,"Kafe","Gading Serpong",,"Jl. Boulevard Raya Gading Serpong No. 28A, Gading Serpong, Serpong, Tangerang",100000,200000,"https://pergikuliner.com/restaurants/tangerang/exquise-patisserie-gading-serpong"
"Kilogram",4.2,"Kafe","Sukajadi",,"Jl. Karang Tinggal No. 24, Sukajadi, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/kilogram-sukajadi"
"Little M Coffee",4.16,"Kafe","BSD","Ruko Golden Boulevard, Blok L No. 1","Jl. Pahlawan Seribu, BSD, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/little-m-coffee-bsd"
"Starbucks Coffee",4.14,"Kafe","Pasar Baru",,"Jl. Pos No. 4, Pasar Baru, Sawah Besar, Jakarta Pusat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-pasar-baru"
"Starbucks Coffee",4.21,"Kafe","Mulyorejo","Galaxy Mall 2, Lantai Ground","Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/starbucks-coffee-mulyorejo-1"
"Sushi Tei",4.24,"Jepang","Sukajadi","Flamboyant Season Building, Lantai 1","Jl. Sukawangi No. 2, Sukajadi, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/sushi-tei-sukajadi"
"Hakata Ikkousha",4.23,"Jepang","Sukajadi","Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/hakata-ikkousha-sukajadi"
"Plataran Tiga Dari",4.17,"Indonesia","Sudirman","Komplek Gelora Bung Karno, Hutan Kota Plataran","Jl. Jenderal Sudirman Kav. 54 - 55, Sudirman, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/plataran-tiga-dari-sudirman-2"
"Sliced Pizzeria",4.19,"Italia","Senopati","Crumble Crew","Jl. Tulodong Bawah No. 1A, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/sliced-pizzeria-senopati"
"Balboni Pizza",4.43,"Italia","Alam Sutera","Flavor Bliss","Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",100000,200000,"https://pergikuliner.com/restaurants/tangerang/balboni-pizza-alam-sutera"
"Starbucks Coffee",4.14,"Kafe","Setiabudi","Setiabudi One, Lantai Ground","Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-setiabudi"
"Meanwhile Coffee",4.13,"Kafe","Kuningan","Kuningan Guest House","Jl. Perintis No. 16, Kuningan, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/meanwhile-coffee-kuningan"
"Bruno Cafe In The Park",4.28,"Kafe","Pasar Minggu",,"Jl. Taman Margasatwa No. 9G (Jl. Griya Tapa), Pasar Minggu, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/bruno-cafe-in-the-park-pasar-minggu"
"Pizza Hut",4.21,"","Buah Batu",,"Jl. Buah Batu No. 137, Buah Batu, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/pizza-hut-buah-batu"
"Musouya - Hotel New Sany Rosa",4.29,"Jepang","Setiabudhi","Hotel New Sany Rosa","Jl. Hegarmanah No. 2A, Setiabudhi, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/musouya-hotel-new-sany-rosa-setiabudhi"
